id,subseccion,idea,citas,veredicto,pagina_traza,tipo_problema,accion,idea_real_fuente,evidencia_textual,refuerzo_pico,notas
MET-RSV-01,Deteccion y amplificacion de RSV por PCR multiplex,La estrategia de amplicones solapados con secuenciacion por nanoporos ha sido validada para genomas completos de RSV en muestras clinicas y ambientales y recupera informacion de cargas variables,Le_2025,OK,"Le p.1-2, p.5",,mantener,,"""an integrated whole genome RSV amplification, sequencing and bioinformatics analysis method... suitable for patient samples as well as wastewater... 39 overlapping amplicons ~550 bp... Whole genomes (>90% coverage) were obtained from 98% of samples with >10,000 copies/mL, from 3/14 samples with 1,000-10,000 copies/mL, and from none with <1,000 copies/mL"" (le-2025/s41598-025-20371-5, p.1)","PICOC[P: RSV en muestras clinicas y ambientales; I: amplicones solapados + secuenciacion Nanopore; C: vs esquemas de amplicon largo/hibridacion; O: genomas completos con cargas variables; C: vigilancia clinica y ambiental] — ""we developed a short amplicon RSV sequencing protocol using nanopore sequencing that is effective for both patient samples as well as wastewater surveillance."" (Le_2025, p.2)",RSVTyper; respaldo directo clinico y de aguas residuales.
MET-RSV-02,Deteccion y amplificacion de RSV por PCR multiplex,"La inclusion de cebadores para RSV-A y RSV-B atiende la diversidad de subgrupos y clados, que requiere referencias adecuadas para evitar la perdida de lecturas durante el mapeo",Le_2025,OK,Le p.2-3,,mantener,,"""our own reference panel consisting of 10 RSV-A and 10 RSV-B references... the use of an incorrect RSV subtype as a reference in the ARTIC pipeline significantly reduced read mapping efficiency... usage of the wrong reference sequence leads to read alignment coverage dropouts"" (le-2025/s41598-025-20371-5, p.3)","PICOC[P: subgrupos RSV-A y RSV-B; I: esquema de cebadores pan-subtipo con referencia adecuada; C: entre subtipos/clados; O: evitar perdida de lecturas en el mapeo; C: diversidad de subgrupos] — ""evident that the use of an incorrect RSV subtype as a reference in the ARTIC pipeline significantly reduced read"" (Le_2025, p.3)",Respaldo directo de la necesidad de referencias por subgrupo.
MET-ELEC-01,Electroforesis y criterios de seleccion para secuenciacion,"Los productos ARTIC/VarSkip se evaluaron en gel de agarosa 1,5% con SYBR Safe como intercalante para visualizar el ADN",NEB_2021;Barbe_2022,FABRICANTE-OFICIAL,,,mantener,Paso de protocolo (visualizacion en gel). NEB_2021 = protocolo de fabricante; Barbe_2022 acompana como referencia metodologica del flujo ARTIC.,,"PICOC[P: productos de amplicones (ARTIC/VarSkip); I: electroforesis en gel de agarosa; C: —; O: verificacion de amplificacion exitosa; C: control de calidad pre-secuenciacion] — ""for successful amplification by agarose gel electrophoresis. PCR products for samples"" (Child_2023, p.15)",Etapa procedimental respaldada por protocolo de fabricante (NEB_2021).
MET-ELEC-02,Electroforesis y criterios de seleccion para secuenciacion,"Las muestras con amplificacion insuficiente o Cq tardio se descartaron o reprocesaron, dado que la baja carga viral limita la recuperacion de informacion genomica util",MejiaCalle_2024;Child_2023,OK,"Child p.1, p.6",,mantener,,"""untargeted shotgun sequencing was unsuitable for genomic monitoring of the low virus concentrations in wastewater samples analyzed in this study"" (child-2023, p.1); coverage ""significantly correlated with the Ct values from RT-qPCR"" (child-2023, p.6)","PICOC[P: virus a baja concentracion en aguas residuales; I: seleccion/descarte de muestras con baja amplificacion; C: metodo dirigido vs no dirigido; O: recuperacion de informacion genomica util; C: baja carga viral] — ""untargeted shotgun sequencing was unsuitable for genomic monitoring of the low virus concentrations in wastewater samples analyzed in this study."" (Child_2023, p.1)",Child respalda que la baja carga (Ct alto) limita la recuperacion genomica.
MET-BIBL-01,Preparacion de bibliotecas y secuenciacion por nanoporos,"Secuenciacion Oxford Nanopore con Native Barcoding Kit 96 V14 (SQK-NBD114.96) y celdas R10.4.1; end-repair, dA-tailing, barcoding nativo y limpieza con AMPure XP",ONT_2025;Barbe_2022,FABRICANTE-OFICIAL,,,mantener,Pasos de protocolo de preparacion de bibliotecas ONT. ONT_2025 = protocolo de fabricante; Barbe_2022 como referencia del flujo de secuenciacion por amplicones.,,"PICOC[P: amplicones de ADN; I: preparacion de bibliotecas ONT (end-repair, barcoding, limpieza); C: —; O: bibliotecas para secuenciacion; C: flujo de amplicones] — ""library preparation (addition of a purification step between the end-preparation and the barcoding reactions, adaptation of elution volumes to maximize recovery)."" (Barbe_2022, p.4)",Etapa procedimental de fabricante (ONT_2025).
MET-BIBL-02,Preparacion de bibliotecas y secuenciacion por nanoporos,"La secuenciacion se ejecuto en GridION/MinION/PromethION con MinKNOW en tiempo real, habilitando basecalling, demultiplexacion y analisis posterior",ONT_2025;Dash_2024,FABRICANTE-OFICIAL,,,mantener,Descripcion de plataforma/software ONT (fabricante). Dash_2024 acompana como referencia general de NGS; no es afirmacion sustantiva discutible.,,"PICOC[P: bibliotecas multiplexadas; I: secuenciacion en plataformas ONT (MinION/GridION/PromethION); C: entre dispositivos por rendimiento; O: secuenciacion en tiempo real; C: laboratorio centralizado o portatil] — ""Devices capable of yielding higher throughputs than the MinION device, namely the GridION and the PromethION, are also available on the market."" (Dash_2024, p.110)",Etapa procedimental de fabricante (ONT_2025); Dash_2024 verificado en el mapa.
MET-BIBL-03,Preparacion de bibliotecas y secuenciacion por nanoporos,Para poliovirus la preparacion de bibliotecas siguio las indicaciones del protocolo DDNS aplicables a los amplicones de VP1,Shaw_2020;Shaw_2022_protocol,OK,Shaw_2020 p.3,,mantener,,"""we sought to reduce the time and cost for nanopore sequencing library preparation by modifying these primers with either the addition of a barcode adaptor (VP1-BCA) or barcode (VP1-barcode) to allow immediate multiplexing"" (shaw-2020, p.3)","PICOC[P: amplicones de VP1 de poliovirus; I: preparacion de bibliotecas segun protocolo DDNS; C: —; O: secuenciacion multiplexada portatil; C: MinION] — ""we have developed a nested PCR with time- and cost-saving barcoded primers that allows multiplex sample sequencing on a portable MinION sequencer."" (Shaw_2020, p.12)",El protocolo de bibliotecas para VP1 esta en Shaw_2020.
MET-BIOINF-01,Procesamiento y analisis bioinformatico,Para RSV la tipificacion se apoyo en flujos automatizados de genoma completo; para poliovirus el analisis se centro en la region VP1 (caracterizacion intratipica),Le_2025;Shaw_2020,OK,"Le p.1, p.3; Shaw_2020 p.1-2",,mantener,,"""a tailored analysis pipeline including automatic reference selection, consensus sequence generation and clade assignment via Nextclade"" (le-2025, p.1); ""nanopore (MinION) sequencing of the poliovirus VP1 region"" (shaw-2020, p.2)","PICOC[P: RSV (genoma completo) y poliovirus (VP1); I: flujos automatizados de tipificacion por amplicones; C: entre virus/regiones diana; O: caracterizacion genomica; C: secuenciacion ONT] — ""in this study offers a complete package to sequence RSV with an amplicon-based tiling approach using ONT."" (Le_2025, p.6)",RSVTyper (Le) y analisis VP1 (Shaw) respaldan el flujo bioinformatico.
MET-BIOINF-02,Procesamiento y analisis bioinformatico,"La tasa de error de la secuenciacion por nanoporos y la complejidad de la matriz ambiental exigen un control de calidad estricto (cobertura, profundidad y % de nucleotidos indeterminados)",Dash_2024;Child_2023,OK,Child p.6; Dash (NGS/nanopore),,mantener,Child respalda el efecto de la matriz/carga en la calidad (cobertura correlacionada con Ct); Dash_2024 (verificado en el mapa) cubre la tasa de error de nanoporos.,"""significantly correlated with the Ct values from RT-qPCR"" (child-2023, p.6)","PICOC[P: lecturas de secuenciacion en matriz ambiental; I: control de calidad estricto; C: nanoporos vs otras plataformas NGS; O: manejo de la tasa de error; C: complejidad de aguas residuales] — ""One drawback of nanopore sequencing is its relatively high error rate."" (Dash_2024, p.364)",Dash_2024 verificado en auditoria previa (tasa de error NGS/nanopore).
MET-CTRL-01,"Controles de calidad, controles experimentales e interpretacion",Las PCR multiplex incluyeron controles positivos y negativos para verificar el desempeno de la reaccion,NEB_2021,FABRICANTE-OFICIAL,,,mantener,Buenas practicas del protocolo multiplex del fabricante (controles + y -).,,"PICOC[P: reaccion de PCR/ensayo viral; I: inclusion de controles positivos (sembrado) y negativos; C: control + vs control -; O: verificacion del desempeno; C: validacion metodologica] — ""each assay included unseeded primary concentrate as a negative control and experiments were seeded with PV1 at least an order of"" (Falman_2019, p.9)",Etapa procedimental de fabricante (NEB_2021).
MET-CTRL-02,"Controles de calidad, controles experimentales e interpretacion","Las muestras con Cq tardio se trataron como evidencia de menor peso, dado que la baja carga, los inhibidores y el ARN degradado de las aguas residuales comprometen la amplificacion y la secuenciacion",Parkins_2023;MejiaCalle_2024,OK,Parkins p.18-19,,mantener,,"""Inhibitory substances in the sample can suppress PCR amplification partially or completely, resulting in incorrect quantification or false-negative results"" (parkins-2023, p.19); ""Recovery of replication-competent viruses from wastewater is particularly challenging owing to rapid degradation over time, inhibitory chemicals in the wastewater matrix"" (parkins-2023, p.19)","PICOC[P: SARS-CoV-2 y otros virus en aguas residuales; I: interpretacion de Cq tardio con menor peso; C: —; O: amplificacion/secuenciacion comprometida; C: baja carga, inhibidores y ARN degradado] — ""Recovery of replication-competent viruses from wastewater is particularly challenging owing to rapid degradation over time, inhibitory chemicals in the wastewater matrix"" (Parkins_2023, p.19)",Parkins respalda inhibidores/degradacion; el paso a 'menor peso de la evidencia' es interpretacion razonable del autor.
MET-ETICA-01,Consideraciones eticas y de bioseguridad,"El analisis de aguas residuales a escala poblacional se evalua con los cuatro principios de la bioetica (autonomia, no maleficencia, beneficencia y justicia distributiva) y la caracterizacion de una poblacion grande con fines de salud publica no plantea objeciones eticas mayores",Subedi_2019,OK,Subedi p.22,matiz_atribucion,mantener,Respaldo literal; el marco de los cuatro principios lo atribuye el capitulo de Subedi & Burgard a Hall et al. (ref.55) citado dentro del texto.,"""Their analysis considered the principles of respect for autonomy, nonmaleficence... beneficence... and distributive justice... When characterizing a large population with WBE for public health purposes, Hall et al. concluded that there were no major ethical concerns"" (subedi-2019, p.22)","PICOC[P: poblacion grande en aguas residuales a escala poblacional; I: analisis WBE con fines de salud publica; C: —; O: evaluacion bioetica sin objeciones mayores; C: cuatro principios de la bioetica] — ""Their analysis considered the principles of respect for autonomy, nonmaleficence (avoidance of harm or risk for participants), beneficence (benefits outweigh risks), and distributive justice (no groups are singled out)"" (Subedi_2019, p.19)",Los cuatro principios se citan dentro de Subedi como de Hall et al.; la cita a Subedi_2019 es correcta como fuente contenedora.
MET-ETICA-02,Consideraciones eticas y de bioseguridad,"La cautela etica se limita a poblaciones pequenas o sensibles (prisiones, escuelas, centros de trabajo), donde un resultado agregado podria estigmatizar al grupo",Subedi_2019,OK,Subedi p.22,,mantener,,"""they cautioned the use of wastewater sampling on small or sensitive populations, such as prisons, places of work, and schools, where indirect harms... could instigate policy measures that negatively affect the entire group"" (subedi-2019, p.22)","PICOC[P: poblaciones pequenas o sensibles; I: muestreo de aguas residuales; C: vs poblacion grande; O: riesgo de estigmatizacion del grupo; C: prisiones, trabajos, escuelas] — ""they cautioned the use of wastewater sampling on small or sensitive populations, such as prisons, places of work, and schools, where indirect harms, such as illicit drug use by some, could instigate policy measures that negatively affect the entire group."" (Subedi_2019, p.19)",Respaldo literal directo.
MET-ETICA-03,Consideraciones eticas y de bioseguridad,"El procesamiento se realizo conforme a practicas de bioseguridad acordes con material potencialmente infeccioso (EPP, cabinas de bioseguridad, descontaminacion)",WHO_2020,FABRICANTE-OFICIAL,,,mantener,"Documento oficial de bioseguridad de la OMS; guia procedimental, no afirmacion sustantiva verificable en el repositorio.",,"PICOC[P: material potencialmente infeccioso (SARS-CoV-2) en aguas residuales; I: procesamiento con practicas de bioseguridad; C: —; O: contencion del riesgo de manejo; C: requerimiento de instalacion BSL-3] — ""None of the reported studies to date have provided information on the percent recovery of SARS-CoV-2 from wastewater due to the risk associated with handling SARS-CoV-2 and the requirements for a BSL-3 facility."" (Ahmed_2020, p.7)",WHO_2020 = OFICIAL (guia de bioseguridad de laboratorio).
INTROE-SIT-01,Situacion en Ecuador,"MejiaCalle identifico linajes de Omicron por muestreo pasivo y Nanopore, con JN.1 en aguas antes que en clinica",MejiaCalle_2024,OK,p.8/51,,mantener,,"""secuenciacion con Oxford Nanopore Technology... predominance of the Omicron variant""; ""JN.1 lineage was first detected in wastewater, preceding clinical"" (00331348-MejiaCalle, p.8/51)","PICOC[P: SARS-CoV-2/aguas residuales; I: muestreo pasivo+Nanopore, asignacion linajes; C: aguas vs clinica; O: deteccion adelantada; C: Quito, Ecuador] — ""As observed globally, the JN.1 lineage was first detected in wastewater, preceding its appearance in clinical samples by several months. The same phenomenon occurred in our study in Ecuador."" (MejiaCalle_2024, p.51)",Antecedente local.
INTROE-SIT-02,Situacion en Ecuador,"Carencia de informacion genomica clinica en Ecuador (datos desactualizados, carga irregular en repositorios)",MejiaCalle_2024,OK,p.52,matiz,mantener,"La fuente lo plantea sobre comparacion GISAID/CoVariants, no como enunciado general.","""the data on circulating lineages in Ecuador...is only current up to July 15, 2024...whether all researchers...have uploaded their data, which limits the ability to compare"" (00331348-MejiaCalle, p.52)","PICOC[P: SARS-CoV-2, poblacion andina; I: vigilancia genomica; C: entre paises/HIC; O: cobertura/completitud de secuenciacion; C: Ecuador, LMIC andino] — ""Our study shows an uneven distribution of genomic surveillance efforts across the Andean countries of Colombia, Ecuador, Peru, and Bolivia."" (Bruno_2025, p.5)",Parafrasis fiel.
